0.589661938,0.368130428,0.587029797,0.552584513
0.205827562,0.730311823,0.347353138,0.567774883
0.281712294,0.082891254,0.096209998,0.374465287
0.136951091,0.956267874,0.006154833,0.819027777
0.253093224,0.799822061,0.004686013,0.741524596
0.263420722,0.357563707,0.01325065,0.523630449
0.673624496,0.425810393,0.181098292,0.185896555
0.35364846,0.912744441,0.905458541,0.766560517
0.601296601,0.076156767,0.533357465,0.56129423
0.629743109,0.624970647,0.513156106,0.193795014
0.368830595,0.435787713,0.336363216,0.677158865
0.897312925,0.77719341,0.469510084,0.471531707
0.684999657,0.935761931,0.781891642,0.036571004
0.543220552,0.083149353,0.278637104,0.741909873
0.05272288,0.678753767,0.786525543,0.810832056
0.942380829,0.600198043,0.755660452,0.336306116
0.274315297,0.715239892,0.595523319,0.42669162
0.741759972,0.6702191,0.657425052,0.29749254
0.513631671,0.923195938,0.827490125,0.57475367
0.094754359,0.494174447,0.058479196,0.320340508
0.964730599,0.3452762,0.403890019,0.272296072
0.165409194,0.622777169,0.790170474,0.004704948
0.752165316,0.157555438,0.532531648,0.445602313
0.761183391,0.576057501,0.236509065,0.338585234
0.657953891,0.653546088,0.597924845,0.855721418
0.815220343,0.316345439,0.106801237,0.445423613
0.84552634,0.651442949,0.842464855,0.427697705
0.911033321,0.429578496,0.422264338,0.797287951
0.44209687,0.225691334,0.350472745,0.598320457
0.087578909,0.133310469,0.657648375,0.804828437
0.815615801,0.472087141,0.187128244,0.012352139
0.172338671,0.262826653,0.415949458,0.260156341
0.826881968,0.609505538,0.833607385,0.733927821
0.171735857,0.205188458,0.820489751,0.463821463
0.878334296,0.188263151,0.850733221,0.600543543
0.722172979,0.620954329,0.583954266,0.478790887
0.452825721,0.733356451,0.912034818,0.531444207
0.256387713,0.342726768,0.831160595,0.314741515
0.972383579,0.979237842,0.419716032,0.515894192
0.426361581,0.821488743,0.019332031,0.381668159
0.303254949,0.67030039,0.190859896,0.05024438
0.649303571,0.613985324,0.643891987,0.87965178
0.94529495,0.762891059,0.207153403,0.696781936
0.862578837,0.951976777,0.259512012,0.450222009
0.165112955,0.031023618,0.063928149,0.421424928
0.655636804,0.451349492,0.236418918,0.145888401
0.827232886,0.610981427,0.345516163,0.390907036
0.368878342,0.016727996,0.964501107,0.426515201
0.857518518,0.858492828,0.939717099,0.008916973
0.870612135,0.339768331,0.793721098,0.424818918
0.725342391,0.132875491,0.933608727,0.055010558
